eventDate,decimalLatitude,decimalLongitude,individualCount,stateProvince,habitat_type,conservation_status,conservation_source
2023-06-29,-28.09374,153.4547,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-37.34098,144.26018,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-06-29,-27.9988,153.27663,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-38.321395,142.358594,2,Victoria,Southern Volcanic Plain,Vulnerable,VIC FFG Act 1988
2023-06-29,-27.612724,153.198227,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.615221,153.198135,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.489737,153.245178,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.492331,153.244837,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.496576,153.245794,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.489964,153.244934,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.491165,153.245483,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.490337,153.247192,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.50625,153.197876,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.507017,153.195068,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.501087,153.234421,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.490631,153.245575,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-29,-27.615204,153.197769,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-30,-37.293,144.30918,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-06-30,-28.11557,153.40512,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-30,-28.15054,153.45925,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-30,-27.518825,153.244589,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-30,-27.495471,153.245953,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-06-30,-27.500454,153.216763,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-27.91574,153.32798,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-28.14551,153.42427,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-28.11528,153.40521,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-28.15066,153.4108,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-27.89679,153.32127,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-27.94782,153.27829,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-01,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-28.14216,153.43572,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-28.10103,153.34185,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.92944,153.36593,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.90635,153.32673,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-28.09161,153.45634,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.51312,153.255988,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.496185,153.245686,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.490594,153.248519,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-02,-27.514023,153.255994,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-03,-27.99681,153.29836,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-03,-27.91477,153.3721,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-03,-30.68719,152.942564,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-03,-27.92826,153.36411,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-03,-35.952759,136.737228,3,South Australia,Kanmantoo,Rare,SA NPW Act 1972
2023-07-03,-27.94963,153.3781,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-03,-21.76049,148.75192,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-03,-21.77074,148.68448,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-03,-27.496093,153.245709,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-04,-37.43413,144.36892,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-04,-28.0984,153.44921,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-04,-37.43754,144.37039,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-04,-27.49625,153.245644,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-34.99156,138.70567,1,South Australia,Flinders Lofty Block,Rare,SA NPW Act 1972
2023-07-05,-28.1147,153.3556,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-37.39506,144.18024,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-05,-27.490714,153.248468,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-27.490324,153.245464,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-21.5302,148.77158,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-05,-27.490875,153.244962,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-21.715426,148.701877,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-05,-27.490673,153.248004,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-05,-21.8543,148.57946,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-05,-21.54311,148.76055,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-06,-28.09753,153.44854,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-28.09398,153.45393,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.615093,153.197693,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.513897,153.202469,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.615389,153.198151,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.503429,153.19371,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.500485,153.233879,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.506395,153.197144,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.540329,153.269424,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.617435,153.20433,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.505304,153.197113,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.510462,153.198486,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.61273,153.198349,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-06,-27.501087,153.234024,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-07,-32.444733,152.089005,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-07,-28.08993,153.45533,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-28.05638,153.34736,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-27.95659,153.35584,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-28.15682,153.42115,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-28.09752,153.44806,2,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-28.15294,153.44853,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-08,-21.52938,148.77219,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-09,-27.91164,153.27554,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-27.97929,153.24055,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-28.09126,153.45096,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-27.92991,153.3658,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-28.14374,153.44842,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-28.09758,153.44816,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-09,-27.500364,153.224076,3,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.93405,153.35906,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-28.15631,153.42812,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.91685,153.35804,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.93366,153.35915,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.80001,153.3035,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.89066,153.32912,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.94588,153.36646,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.597146,153.293119,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-21.81221,148.68224,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-10,-27.51181,153.253945,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-10,-27.490737,153.244807,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.93397,153.35911,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-28.0021,153.30023,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-37.29521,144.30712,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-11,-37.295,144.30847,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-11,-28.14496,153.41408,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.89266,153.32594,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-37.30115,144.30436,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-11,-27.491346,153.2435,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.489555,153.245468,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.612719,153.198318,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.50075,153.234573,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.537455,153.273834,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.490135,153.249268,1,Queensland,NA,Vulnerable,QLD NC Act 1992
2023-07-11,-27.48876,153.24559,1,Queensland,NA,Vulnerable,QLD NC Act 1992
2023-07-11,-27.488226,153.24614,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.489487,153.24551399999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.615261,153.198135,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.615305,153.198334,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-11,-27.490934,153.248809,1,Queensland,NA,Vulnerable,QLD NC Act 1992
2023-07-12,-28.09616,153.44876,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-12,-27.95723,153.35952,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-12,-27.93299,153.35882,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-12,-21.5092,148.78842,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-12,-27.489857,153.248661,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-12,-21.50895,148.78914,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-12,-27.490597,153.245406,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-12,-27.502231,153.260173,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-13,-28.09754,153.44857,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-13,-27.82421,153.32643,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-13,-27.93322,153.35864,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-13,-28.09146,153.45383,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-13,-28.549768,153.0686,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-13,-20.030242,148.212594,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-14,-27.93315,153.35864,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-14,-28.09475,153.45278,2,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-14,-28.10167,153.44779,2,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-14,-28.15232,153.45849,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-14,-28.249349,153.478336,2,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-14,-28.38529,153.561368,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-14,-27.495619,153.245483,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-14,-27.511656,153.25151,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.93323,153.35914,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.9291,153.36526,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.93392,153.35915,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.92826,153.36421,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.93318,153.35866,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-15,-27.531692,153.210365,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-28.555442,153.075746,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-16,-27.93459,153.35967,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.93403,153.35909,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.93341,153.35888,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-28.55615,153.074987,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-16,-28.41718,153.482784,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-16,-27.490268,153.248096,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-28.242169,153.505408,2,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-16,-27.424424,153.518475,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.490808,153.246022,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.497829,153.245921,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.490089,153.248575,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-16,-27.548421,153.256341,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-17,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-17,-37.26566,144.26847,1,Victoria,Victorian Midlands,Vulnerable,VIC FFG Act 1988
2023-07-17,-27.9342,153.35912,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-17,-27.497095,153.245828,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-17,-28.388386,153.55749,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-18,-27.93031,153.36146,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-28.388386,153.55749,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-18,-27.615135,153.197693,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.5019,153.232559,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.490753,153.244989,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.506947,153.232773,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.622513,153.208694,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.490124,153.247452,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.509714,153.195969,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-21.46767,148.83513,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-18,-27.507175,153.223111,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-21.62572,148.69757,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-18,-27.513746,153.202408,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.491594,153.244732,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-21.55608,148.75859,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-18,-27.61293,153.197571,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.615278,153.198105,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.507673,153.196671,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.506077,153.197891,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.513334,153.202728,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-18,-27.490053,153.24942,1,Queensland,NA,Vulnerable,QLD NC Act 1992
2023-07-19,-28.981599,153.440793,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-19,-28.970402,153.434104,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-19,-28.955113,153.452995,2,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-19,-27.92896,153.36612,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-28.13657,153.44663,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-28.18947,153.42025,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-27.93399,153.36297,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-27.529448,153.281216,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-27.49741,153.246235,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-27.511374,153.249536,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-27.544196,153.270727,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-19,-21.7603,148.75185,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-20,-27.93353,153.35888,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91216,153.37219,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.9988,153.27663,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.92876,153.36553,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91345,153.37254,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-28.09729,153.44794,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-38.667391,143.860909,1,Victoria,South Eastern Highlands,Vulnerable,VIC FFG Act 1988
2023-07-20,-27.91346,153.37336,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91371,153.37344,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.92825,153.36418,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91361,153.37463,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-28.14489,153.41353,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91261,153.3732,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.91142,153.37293,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-27.511536,153.24872,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-20,-21.41156,148.9099,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-20,-21.345555,148.939853,1,Queensland,Central Mackay Coast,Vulnerable,QLD NC Act 1992
2023-07-20,-21.60101,148.73684,1,Queensland,Brigalow Belt North,Vulnerable,QLD NC Act 1992
2023-07-21,-30.642352,152.971426,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-21,-27.93897,153.35686,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-27.91455,153.32926,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-27.91376,153.30047,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-28.15054,153.41242,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-27.511547,153.248688,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-27.535474,153.090355,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-27.482867,153.238576,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-21,-28.375307,153.555849,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-21,-28.375219,153.555875,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-22,-28.784917,152.09174,1,New South Wales,New England Tablelands,Endangered,NSW BC Act 2016
2023-07-22,-28.09198,153.45256,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-22,-28.15931,153.44573,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-22,-27.93399,153.36297,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-22,-28.12639,153.3396,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-22,-27.515222,153.250465,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-22,-28.38838,153.557217,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-22,-28.328258,153.568311,1,New South Wales,South Eastern Queensland,Endangered,NSW BC Act 2016
2023-07-23,-31.30114,152.86812,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.30147,152.86754,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.3027,152.86789,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.30094,152.86808,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-27.9988,153.27663,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-31.30251,152.86723,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.30058,152.86698,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.30223,152.86725,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-28.09195,153.44591,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-27.93605,153.36035999999999,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-31.29906,152.86671,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.30223,152.86771,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-28.02252,153.33298,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-28.09505,153.44969,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-31.29963,152.86787,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-31.29905,152.86684,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-23,-27.89066,153.32912,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-28.13374,153.44945,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-26.22168,152.648759,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-27.502782,153.225405,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-27.490807,153.248566,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-23,-27.507727,153.251122,1,Queensland,South Eastern Queensland,Vulnerable,QLD NC Act 1992
2023-07-24,-31.29968,152.87145,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
2023-07-24,-31.29597,152.87764,1,New South Wales,NSW North Coast,Endangered,NSW BC Act 2016
